Date,Open,High,Low,Close,Volume
2016-07-20,22.8855,22.9905,22.8233,22.8755,107751439
2016-07-21,22.8458,23.1169,22.6861,22.7551,131718382
2016-07-22,22.7158,22.7258,22.5,22.5789,112795321
2016-07-25,22.4852,22.6191,22.1808,22.2762,166369050
2016-07-26,22.1569,22.4221,22.0644,22.1225,176786607
2016-07-27,23.8599,23.8816,23.5139,23.5585,392694251
2016-07-28,23.5338,23.9044,23.5308,23.8787,162333942
2016-07-29,23.845,23.9278,23.727,23.85,108443658
2016-08-01,23.8955,24.2925,23.8955,24.2689,160667500
2016-08-02,24.2689,24.2729,23.8039,23.9102,137344222
2016-08-03,23.99,24.2216,23.9802,24.2099,119608650
2016-08-04,24.2925,24.3902,24.2244,24.3605,109680264
2016-08-05,24.4572,24.7665,24.4355,24.7272,145536880
2016-08-08,24.7372,24.9362,24.6562,24.9362,111301242
2016-08-09,24.9046,25.0671,24.8554,25.0377,110763465
2016-08-10,25.0149,25.0573,24.7942,24.8534,96887686
2016-08-11,24.9716,25.0641,24.8159,24.8355,101421397
2016-08-12,24.7982,24.9539,24.7982,24.8927,77774968
2016-08-15,24.8828,25.2011,24.8702,25.1874,106401736
2016-08-16,25.222,25.3629,25.1291,25.1677,142476349
2016-08-17,25.1028,25.1658,24.9293,25.1272,98801973
2016-08-18,25.1341,25.2151,25.087,25.0988,82116445
2016-08-19,25.0278,25.2359,24.9342,25.1629,106632127
2016-08-22,25.0504,25.0919,24.8159,24.9686,106835896
2016-08-23,24.9884,25.153,24.9735,25.0475,82514287
2016-08-24,24.9814,25.0228,24.7745,24.8574,97881943
2016-08-25,24.7094,24.8238,24.5507,24.7469,99547342
2016-08-26,24.7153,24.8405,24.4651,24.6022,116473884
2016-08-29,24.536,24.7193,24.4621,24.5804,101797464
2016-08-30,24.3438,24.5105,24.2729,24.3882,97090249
2016-08-31,24.3103,24.5242,24.3053,24.4157,116027629
2016-09-01,24.4256,24.5765,24.3003,24.5605,106611444
2016-09-02,24.7785,24.8534,24.5804,24.7862,111974277
2016-09-06,24.8278,24.9195,24.7372,24.7785,101027205
2016-09-07,24.811,25.0248,24.6336,24.9342,168972208
2016-09-08,24.676,24.68,24.2148,24.2789,215835625
2016-09-09,24.0738,24.3253,23.729,23.729,191342369
2016-09-12,23.6186,24.3253,23.5909,24.263,177817223
2016-09-13,24.7372,25.0327,24.673,24.8405,266166729
2016-09-14,25.0179,26.0044,24.9914,25.7195,462197903
2016-09-15,26.2014,26.6243,26.1108,26.5859,384896601
2016-09-16,26.4901,26.7189,26.243,26.4439,306242019
2016-09-19,26.506,26.7317,26.0586,26.1325,201579673
2016-09-20,26.0094,26.2616,25.8893,26.1305,147479230
2016-09-21,26.1994,26.2311,25.8734,26.1247,144361856
2016-09-22,26.3169,26.4478,26.2331,26.369,128222274
2016-09-23,26.3297,26.4116,25.6684,25.9334,224699527
2016-09-26,25.6902,26.0911,25.6684,25.9699,124432192
2016-09-27,25.9964,26.0419,25.8505,26.0191,103855264
2016-09-28,26.1602,26.3749,26.0981,26.2212,125364852
2016-09-29,26.036,26.1868,25.7265,25.8144,150572389
2016-09-30,25.8773,26.0852,25.7265,26.0094,144953592
2016-10-03,25.9334,26.0094,25.8359,25.8922,90598563
2016-10-04,26.0122,26.307,25.9146,25.9964,127354102
2016-10-05,26.0931,26.1522,25.9274,26.0094,86902367
2016-10-06,26.1622,26.3139,26.0291,26.2093,121938676
2016-10-07,26.307,26.3591,26.1148,26.2489,104132508
2016-10-10,26.4676,26.8638,26.3947,26.7021,153652737
2016-10-11,27.0845,27.3103,26.7367,26.7613,270655748
2016-10-12,27.0058,27.1436,26.8638,27.0029,160622215
2016-10-13,26.8736,27.0225,26.6213,26.917,148118382
2016-10-14,27.124,27.1851,26.9534,27.0678,149754560
2016-10-17,27.0029,27.114,26.8716,27.05,95635586
2016-10-18,27.1871,27.195,27.0254,27.0302,95782797
2016-10-19,26.983,27.0974,26.1868,26.9514,84875605
2016-10-20,26.8913,27.0107,26.7682,26.9368,102636962
2016-10-21,26.8784,26.9022,26.7563,26.8292,94984678
2016-10-24,26.9465,27.0914,26.9219,27.0717,98733009
2016-10-25,27.1367,27.2324,26.9989,27.2045,167549026
2016-10-26,26.307,26.6174,26.0733,26.5909,279718861
2016-10-27,26.5416,26.6558,26.2576,26.3424,121801911
2016-10-28,26.2034,26.5119,26.1029,26.167,151143298
2016-10-31,26.1502,26.2872,26.0459,26.1227,114820908
2016-11-01,26.1029,26.1799,25.4298,25.6544,190470624
2016-11-02,25.6348,25.8525,25.5955,25.6774,123131971
2016-11-03,25.6684,25.7776,25.3361,25.4001,116453441
2016-11-04,25.1008,25.4938,25.0051,25.1697,133335594
2016-11-07,25.4547,25.5579,25.3137,25.5336,136588220
2016-11-08,25.5088,25.8388,25.3709,25.6872,99324826
2016-11-09,25.41,25.7463,24.9914,25.6448,241026239
2016-11-10,25.6948,25.6948,24.4787,24.9293,243555999
2016-11-11,24.7715,25.1757,24.6404,25.08,145795261
2016-11-14,24.9125,24.9342,24.0668,24.4523,221276913
2016-11-15,24.6464,24.9046,24.5547,24.7685,139507989
2016-11-16,24.676,25.4888,24.6532,25.4348,251392063
2016-11-17,25.3983,25.5186,25.1677,25.4248,114583153
2016-11-18,25.3759,25.5657,25.3609,25.4498,113627214
2016-11-21,25.4646,25.9021,25.4398,25.8406,118090296
2016-11-22,25.8922,25.9964,25.7631,25.8584,96867150
2016-11-23,25.7543,25.7904,25.5137,25.7265,106870228
2016-11-25,25.7047,25.8734,25.6614,25.8555,47848175
2016-11-28,25.7708,26.0094,25.7621,25.8044,108548009
2016-11-29,25.622,25.9117,25.4517,25.7776,119641244
2016-11-30,25.8124,25.9473,25.4988,25.5598,142504329
2016-12-01,25.5236,25.6584,25.2131,25.3214,150827027
2016-12-02,25.2455,25.4577,25.1727,25.412,103168353
2016-12-05,25.4378,25.4448,25.0377,25.232,139653243
2016-12-06,25.3234,25.5206,25.2515,25.4248,108911492
2016-12-07,25.2671,25.7165,25.2435,25.6804,126735368
2016-12-08,25.6388,25.9994,25.5797,25.9304,111917157
2016-12-09,25.9729,26.5247,25.9729,26.3552,144256291
2016-12-12,26.2034,26.5909,26.0141,26.2064,112064157
2016-12-13,26.3297,26.8106,26.3109,26.637,181322283
2016-12-14,26.5997,26.8756,26.5859,26.637,139919787
2016-12-15,26.6824,27.0029,26.647,26.7858,187632512
2016-12-16,26.9397,26.9465,26.7466,26.8233,167351935
2016-12-19,26.7811,27.1436,26.7711,26.981,113731632
2016-12-20,27.0029,27.1683,26.9909,27.05,81640222
2016-12-21,27.0156,27.1486,27.0107,27.0747,93573105
2016-12-22,26.9121,26.9494,26.7446,26.8973,108795633
2016-12-23,26.7317,26.9514,26.7317,26.9514,59569563
2016-12-27,26.9514,27.2422,26.9435,27.119,75690372
2016-12-28,27.1743,27.2944,26.8756,27.0058,83489314
2016-12-29,26.9338,27.0875,26.9219,27.0029,63781899
2016-12-30,26.983,27.1042,26.6952,26.7858,132251450
2017-01-03,26.7811,26.9071,26.5337,26.8638,119945221
2017-01-04,26.7937,26.9494,26.7711,26.8342,88728325
2017-01-05,26.8106,27.0282,26.784,26.9731,93810234
2017-01-06,27.0107,27.33,26.9397,27.2688,133704230
2017-01-09,27.2776,27.6246,27.2747,27.5182,136794074
2017-01-10,27.4667,27.6127,27.3615,27.5477,91603260
2017-01-11,27.459,27.735,27.4284,27.6955,114351501
2017-01-12,27.4945,27.593,27.3397,27.5832,115319189
2017-01-13,27.5477,27.6659,27.4767,27.5309,109809519
2017-01-17,27.3714,27.8068,27.3417,27.7525,138037885
2017-01-18,27.7525,27.8661,27.6856,27.7506,97621027
2017-01-19,27.6167,27.7744,27.6097,27.7034,103094315
2017-01-20,27.8532,27.8532,27.6936,27.7525,122861635
2017-01-23,27.7525,27.942,27.7015,27.7744,84147245
2017-01-24,27.6493,27.7774,27.6394,27.7446,97686964
2017-01-25,27.8463,28.2387,27.8166,28.1883,136945706
2017-01-26,28.136,28.3175,28.1231,28.201,109636202
2017-01-27,28.2484,28.2977,28.1231,28.2039,86992355
2017-01-30,27.9676,28.1261,27.9054,28.1261,128605008
2017-01-31,28.0189,28.0739,27.8955,28.0669,172567039
2017-02-01,29.3767,30.18,29.3708,29.775,476763638
2017-02-02,29.5976,29.9228,29.5512,29.7297,138910389
2017-02-03,29.6764,29.8754,29.6449,29.8479,105966732
2017-02-06,29.8607,30.182,29.8094,30.1386,112918995
2017-02-07,30.1917,30.5436,30.1721,30.4166,156682443
2017-02-08,30.38,30.5761,30.3476,30.5309,92802312
2017-02-09,30.5761,30.7664,30.448,30.7625,103475121
2017-02-10,30.7722,30.8807,30.6737,30.6906,83181916
2017-02-13,30.9122,31.0797,30.8382,30.9645,95203060
2017-02-14,31.0039,31.3782,30.9547,31.3605,133718845
2017-02-15,31.48,31.6521,31.27,31.477,144794019
2017-02-16,31.5161,31.5636,31.3192,31.4402,92724875
2017-02-17,31.3802,31.549,31.3802,31.5271,90954371
2017-02-21,31.6425,31.7677,31.5832,31.7548,94424920
2017-02-22,31.6918,31.8526,31.6148,31.8497,75757746
2017-02-23,31.9106,31.9304,31.6601,31.7066,80110852
2017-02-24,31.5666,31.7458,31.4247,31.7458,91392943
2017-02-27,31.8544,31.9205,31.6541,31.8058,82390716
2017-02-28,31.8427,31.9205,31.7548,31.8198,91053592
2017-03-01,32.0287,32.5541,31.9597,32.4732,150684565
2017-03-02,32.5184,32.5855,32.2268,32.2742,110076350
2017-03-03,32.2318,32.4812,32.1894,32.4712,86019307
2017-03-06,32.3697,32.4692,32.1894,32.3649,81559562
2017-03-07,32.2977,32.5127,32.2348,32.4082,71842926
2017-03-08,32.2712,32.4732,32.2417,32.2841,77364978
2017-03-09,32.2218,32.2348,31.8357,32.2091,88750858
2017-03-10,32.3451,32.3669,32.1992,32.3176,79595797
2017-03-13,32.3236,32.3865,32.2417,32.3332,75004280
2017-03-14,32.3571,32.4398,32.2446,32.2811,65908856
2017-03-15,32.3826,32.6941,32.288,32.6281,110608695
2017-03-16,32.6861,32.755,32.5796,32.6792,82797942
2017-03-17,32.751,32.751,32.493,32.5155,163342168
2017-03-20,32.6142,32.8654,32.5728,32.8588,92743170
2017-03-21,33.0132,33.1679,32.4592,32.4831,170184881
2017-03-22,32.4831,32.888,32.4662,32.8488,111333643
2017-03-23,32.8121,32.8822,32.6623,32.7313,87595265
2017-03-24,32.8654,32.9217,32.6014,32.6693,92221796
2017-03-27,32.3766,32.8023,32.1953,32.7214,95660159
2017-03-28,32.7284,33.4578,32.6643,33.4016,141022822
2017-03-29,33.3719,33.5622,33.2577,33.4735,120773355
2017-03-30,33.4904,33.5642,33.3307,33.431,80514013
2017-03-31,33.3819,33.5099,33.2184,33.3669,80907154
2017-04-03,33.3789,33.4735,33.2282,33.3769,86042851
2017-04-04,33.2715,33.6567,33.2517,33.6273,83649957
2017-04-05,33.4972,33.7859,33.4046,33.4539,116311329
2017-04-06,33.5149,33.5692,33.3188,33.3669,87384358
2017-04-07,33.3849,33.4874,33.2745,33.2912,71777451
2017-04-10,33.3523,33.4184,33.1916,33.2517,71836806
2017-04-11,33.2015,33.2941,32.5313,32.895,130789833
2017-04-12,32.888,33.0202,32.753,32.9373,85587169
2017-04-13,32.9641,33.0744,32.763,32.763,73800511
2017-04-17,32.8606,32.9571,32.7186,32.9443,67269308
2017-04-18,32.8458,32.9966,32.7779,32.7975,60548669
2017-04-19,32.9571,32.9866,32.6261,32.6763,71118630
2017-04-20,32.8023,33.1965,32.7878,33.0872,96389038
2017-04-21,33.0872,33.1416,32.9493,33.0497,71596480
2017-04-24,33.3307,33.4359,33.2547,33.3621,73698692
2017-04-25,33.4261,33.6597,33.4164,33.5721,80386978
2017-04-26,33.5563,33.5887,33.301,33.3719,86177222
2017-04-27,33.428,33.4835,33.2843,33.3987,61166998
2017-04-28,33.4676,33.5168,33.2745,33.365,89808387
2017-05-01,33.7021,34.196,33.6716,34.0482,144341370
2017-05-02,34.2739,34.395,34.1092,34.2661,191292415
2017-05-03,33.8155,34.2611,33.5099,34.1633,196359184
2017-05-04,34.0323,34.1831,33.8648,34.0353,100510875
2017-05-05,34.0914,34.6058,34.0914,34.6008,117651814
2017-05-08,34.6156,35.6997,34.6156,35.5402,209595806
2017-05-09,35.7421,35.9708,35.6406,35.7716,168041130
2017-05-10,35.6841,35.759,35.3282,35.5964,110991010
2017-05-11,35.5569,35.9303,35.5224,35.9038,116789607
2017-05-12,36.0773,36.4871,36.0694,36.4085,139047930
2017-05-15,36.3886,36.5376,36.1638,36.3138,111111299
2017-05-16,36.3709,36.4006,36.0821,36.2625,85734256
2017-05-17,35.8278,36.0487,34.9163,35.0435,217290897
2017-05-18,35.2789,35.7667,35.2512,35.5795,143924415
2017-05-19,35.7766,35.9116,35.5964,35.6987,115285110
2017-05-22,35.9154,36.0507,35.6623,35.9135,98331694
2017-05-23,36.1266,36.1266,35.759,35.8772,85360057
2017-05-24,35.8851,35.9531,35.6062,35.7667,82350169
2017-05-25,35.8604,35.9983,35.691,35.892,82402199
2017-05-26,35.9154,35.9708,35.759,35.8308,93862396
2017-05-30,35.7865,36.0181,35.7648,35.8454,86260655
2017-05-31,35.9086,35.9531,35.5402,35.6259,104854748
2017-06-01,35.7255,35.7648,35.5026,35.7273,70248481
2017-06-02,35.8258,36.2596,35.6583,36.2596,118782451
2017-06-05,35.9954,36.0219,35.7964,35.9019,108408427
2017-06-06,35.894,36.3402,35.8733,36.0219,114022278
2017-06-07,36.156,36.3807,36.0269,36.2399,90125253
2017-06-08,36.2102,36.2791,36.0102,36.1483,90666671
2017-06-09,36.1955,36.1955,34.0581,34.7448,277782546
2017-06-12,33.992,34.0745,33.235,33.9151,309571074
2017-06-13,34.3231,34.388,33.853,34.196,146189607
2017-06-14,34.3999,34.3999,33.5465,33.853,134868223
2017-06-15,33.4261,33.6981,33.1679,33.6567,135753284
2017-06-16,33.5347,33.7021,33.165,33.1818,215524048
2017-06-19,33.505,34.2293,33.505,34.1339,139200012
2017-06-20,34.2581,34.2581,33.8037,33.8203,106699959
2017-06-21,33.9405,34.0697,33.7268,34.0223,91177347
2017-06-22,33.9998,34.2224,33.845,33.9674,81832116
2017-06-23,33.847,34.3231,33.843,34.1191,151879744
2017-06-26,34.3251,34.5843,33.9053,34.0103,110100030
2017-06-27,33.8203,34.0914,33.4952,33.5227,106036374
2017-06-28,33.7001,34.0795,33.3888,34.0123,94565804
2017-06-29,33.7486,33.847,33.1838,33.5099,134861912
2017-06-30,33.6904,33.8077,33.5347,33.5917,98630635
2017-07-03,33.7879,33.8854,33.3749,33.4676,61216562
2017-07-05,33.5129,33.7681,33.2872,33.6076,92401211
2017-07-06,33.3553,33.4676,33.2154,33.2872,103375192
2017-07-07,33.3287,33.7583,33.3287,33.6303,80258506
2017-07-10,33.6126,34.0403,33.4379,33.8333,90384094
2017-07-11,33.7544,34.0183,33.6766,33.9425,84561855
2017-07-12,34.0223,34.0943,33.7761,33.992,106602598
2017-07-13,33.9347,34.6306,33.921,34.4638,107537366
2017-07-14,34.5105,34.8304,34.3614,34.7606,86253027
2017-07-17,34.7055,35.1991,34.6503,34.8847,101916852
2017-07-18,34.7999,35.0147,34.6727,35.005,76533814
2017-07-19,35.0956,35.3163,34.9724,35.2248,89654921
2017-07-20,35.3332,35.3902,35.0277,35.064,73747228
2017-07-21,34.9823,35.0858,34.7212,35.0465,107707798
2017-07-24,35.1214,35.5539,34.9626,35.474,92049599
2017-07-25,35.4051,35.8851,35.4051,35.6229,80734109
2017-07-26,35.7687,35.9019,35.6987,35.7964,67461461
2017-07-27,35.8654,35.9135,34.3535,35.1154,139061535
2017-07-28,34.9596,35.0376,34.797,34.8719,73729310
2017-07-31,34.9626,35.062,34.5466,34.6857,84523396
2017-08-01,34.7745,35.0356,34.6136,34.9971,146361861
2017-08-02,37.1564,37.2578,36.4222,36.6487,298997684
2017-08-03,36.6271,36.6656,36.156,36.284,114154268
2017-08-04,36.4026,36.7059,36.3118,36.4794,87984404
2017-08-07,36.6301,37.0716,36.5424,37.044,93594800
2017-08-08,36.9938,37.7457,36.9179,37.3288,154921750
2017-08-09,37.1516,37.6156,37.1169,37.5663,111751988
2017-08-10,37.4393,37.4626,36.2072,36.3689,169371690
2017-08-11,36.6656,37.1367,36.5453,36.8763,112052286
2017-08-14,37.3053,37.5121,37.171,37.4265,94277337
2017-08-15,37.6186,37.9751,37.4944,37.8352,125475530
2017-08-16,37.916,38.0531,37.4974,37.6867,117973502
2017-08-17,37.589,37.6304,36.9592,36.9652,117430626
2017-08-18,36.9652,37.3415,36.6923,36.8803,117011725
2017-08-21,36.8803,36.9721,36.3188,36.8093,112495239
2017-08-22,37.0539,37.4626,37.0036,37.4095,92115101
2017-08-23,37.2459,37.5761,37.2006,37.4587,82761527
2017-08-24,37.5663,37.6381,37.1317,37.2923,84574960
2017-08-25,37.3772,37.5959,37.2923,37.4294,108766005
2017-08-28,37.4944,37.9309,37.4462,37.8039,109750001
2017-08-29,37.4874,38.2039,37.4626,38.1518,125807091
2017-08-30,38.3517,38.3734,38.0778,38.2532,116263142
2017-08-31,38.3164,38.5183,38.2828,38.3982,114226462
2017-09-01,38.5844,38.6187,38.3134,38.4079,70790531
2017-09-05,38.3418,38.4552,37.5959,37.9488,126010083
2017-09-06,38.1023,38.1714,37.589,37.9091,92300996
2017-09-07,37.9508,37.9881,37.5494,37.7605,93560576
2017-09-08,37.6648,37.7338,37.1267,37.1496,121397473
2017-09-11,37.5831,37.9409,37.4364,37.8116,134600685
2017-09-12,38.0778,38.3883,37.176,37.6648,305817329
2017-09-13,37.4324,37.4539,36.977,37.3772,191620045
2017-09-14,37.2264,37.3189,37.0192,37.0657,100960117
2017-09-15,37.1119,37.6914,36.9977,37.4344,208622383
2017-09-18,37.4904,37.5831,36.9977,37.1594,120261816
2017-09-19,37.3445,37.4065,37.104,37.169,87953236
2017-09-20,36.9751,37.0618,36.0181,36.5453,222929570
2017-09-21,36.4841,36.4841,35.7687,35.9135,159597531
2017-09-22,35.5934,35.6524,35.2572,35.5666,198945571
2017-09-25,35.1214,35.5519,34.9261,35.2542,189488113
2017-09-26,35.5402,36.0368,35.5174,35.8634,156421429
2017-09-27,36.0102,36.2271,35.9472,36.1117,108491428
2017-09-28,36.0288,36.1246,35.757,35.892,93889479
2017-09-29,35.8802,36.087,35.5894,36.085,112171512
2017-10-02,36.1186,36.1658,35.7619,36.0122,79789124
2017-10-03,36.0576,36.3138,36.0338,36.1678,69268056
2017-10-04,35.9689,36.0219,35.6987,35.9323,85910238
2017-10-05,36.0988,36.3986,36.0674,36.3857,90819017
2017-10-06,36.286,36.4085,36.1905,36.3629,74250165
2017-10-09,36.4871,36.6943,36.4085,36.4941,69373179
2017-10-10,36.5424,36.9977,36.3158,36.5088,66639802
2017-10-11,36.5256,36.7523,36.4715,36.6537,72096975
2017-10-12,36.6055,36.8491,36.4675,36.5296,69959626
2017-10-13,36.6943,36.8272,36.6203,36.7553,69928419
2017-10-16,36.9751,37.4626,36.9179,37.4344,102908797
2017-10-17,37.4095,37.6668,37.2825,37.5761,81026176
2017-10-18,37.5633,37.6304,37.3663,37.4046,69427059
2017-10-19,36.6991,36.7779,36.299,36.5276,181023564
2017-10-20,36.6685,36.9394,36.5226,36.5808,102120702
